movie_key,movie_title,global_persistence,global_spread,global_duration,best_rank
omo ghetto the saga,Omo Ghetto: the Saga,19,2,34,1
bet on friendship,Bet on Friendship,14,2,27,1
upin ipin the lone gibbon kris,Upin & Ipin: The Lone Gibbon Kris,14,1,41,6
night in paradise,Night in Paradise,13,1,42,5
asakusa kid,Asakusa Kid,11,1,12,1
brother in love 2,Brother in Love 2,10,2,13,1
sinkhole,Sinkhole,10,1,12,1
