movie_key,movie_title,global_persistence,global_spread,global_duration,best_rank
the next 365 days,The Next 365 Days,1,92,1,1
look both ways,Look Both Ways,1,89,1,1
royalteen,Royalteen,1,66,1,1
dont kill me,Don't Kill Me,1,51,1,2
blasted,Blasted,1,41,1,3
emma,Emma.,1,31,30,3
